bank,id,name,rate_hz,confidence,note
01,0066,Loser,,,
01,0067,(Ref) Outside Count 1,22050,Reference,
01,0068,(Ref) Outside Count 2,22050,Reference,
01,0069,(Ref) Outside Count 3,22050,Reference,
01,006A,(Ref) Outside Count 4,22050,Reference,
01,006B,(Ref) Outside Count 5,22050,Reference,
01,006C,(Ref) Outside Count 6,22050,Reference,
01,006D,(Ref) Outside Count 7,22050,Reference,
01,006E,(Ref) Outside Count 8,22050,Reference,
01,006F,(Ref) Outside Count 9,22050,Reference,
01,0070,(Ref) Outside Count 10,22050,Reference,
01,0071,(Ref) Outside Count 11,22050,Reference,
01,0072,(Ref) Outside Count 12,22050,Reference,
01,0073,(Ref) Outside Count 13,22050,Reference,
01,0074,(Ref) Outside Count 14,22050,Reference,
01,0075,(Ref) Outside Count 15,22050,Reference,
01,0076,(Ref) Outside Count 16,22050,Reference,
01,0077,(Ref) Outside Count 17,22050,Reference,
01,0078,(Ref) Outside Count 18,22050,Reference,
01,0079,(Ref) Outside Count 19,22050,Reference,
01,007A,(Ref) Outside Count 20,22050,Reference,
01,007B,(Ref) Fight!,22050,Reference,
01,007C,(Ref) Give Up?,22050,Reference,
01,007D,(Ref) Break!,22050,Reference,
01,007E,(Ref) Pinfall 1,22050,Reference,
01,007F,(Ref) Pinfall 2,22050,Reference,
01,0080,(Ref) Pinfall 3 [22050] --------------------------------------------------------------------------------,,,
02,0000,Undertaker,,,
02,0001,Kane,,,
02,0002,HHH,,,
02,0003,Stone Cold,,,
02,0004,Rock,,,
02,0005,Big Show,,,
02,0006,Road Dogg,,,
02,0007,Shamrock,,,
02,0008,Val,,,
02,0009,X-Pac,,,
02,000A,Ministry,,,
02,000B,Ivory,,,
02,000C,Al,,,
02,000D,Bossman,,,
02,000E,Blackman,,,
02,000F,Brood,,,
02,0010,Corporate,,,
02,0011,D'Lo,,,
02,0012,Droz,,,
02,0013,DX,,,
02,0014,Edge,,,
02,0015,Godfather,,,
02,0016,Double J,,,
02,0017,Mankind,,,
02,0018,Mark Henry,,,
02,0019,Test,,,
02,001A,Dude,,,
02,001B,Too Cool,,,
02,001C,Headbangers,,,
02,001D,King,,,
02,001E,Corporate Ministry,,,
02,001F,Union,,,
02,0020,RAW is WAR,,,
02,0021,Mr. Ass,,,
02,0022,Hardy Boyz,,,
02,0023,Meanie,,,
02,0024,Tori,,,
02,0025,Cactus,,,
02,0026,Holly,,,
02,0027,HBK,,,
02,0028,P.M.S.,,,
02,0029,HeAT,,,
02,002A,Patterson,,,
02,002B,Chaz,,,
02,002C,Jericho,,,
