bank,id,name,rate_hz,confidence,note
03,001B,,,,
03,001C,,,,
03,001D,,,,
03,001E,,,,
03,001F,,,,
03,0020,,,,
03,0021,,,,
03,0022,,,,
03,0023,,,,
03,0024,,,,
03,0025,,,,
03,0026,,,,
03,0027,,,,
03,0028,,,,
03,0029,,,,
03,002A,,,,
03,002B,,,,
03,002C,,,,
03,002D,,,,
03,002E,,,,
03,002F,,,,
03,0030,,,,
03,0031,,,,
03,0032,,,,
03,0033,giant baba,,,
03,0034,misawa mitsuharu,,,
03,0035,kawada toshiaki,,,
03,0036,,,,
03,0037,,,,
03,0038,,,,
03,0039,,,,
03,003A,,,,
03,003B,,,,
03,003C,,,,
03,003D,,,,
03,003E,inoue masao,,,
03,003F,,,,
03,0040,,,,
03,0041,,,,
03,0042,,,,
03,0043,,,,
03,0044,,,,
03,0045,,,,
03,0046,,,,
03,0047,,,,
03,0048,,,,
03,0049,,,,
03,004A,,,,
03,004B,,,,
03,004C,,,,
03,004D,,,,
03,004E,johnny ace,,,
03,004F,michael barton,,,
03,0050,bart gunn,,,
03,0051,gary albright,,,
03,0052,giant kimala,,,
03,0053,johnny smith,,,
03,0054,maunakea mossman,,,
03,0055,the gladiator,,,
03,0056,1p wrestler,,,
03,0057,2p wrestler,,,
03,0058,3p wrestler,,,
03,0059,4p wrestler,,,
03,005A,,,,
03,005B,,,,
04,0000,heavy thing,,,
04,0001,junior heavy thing,,,
04,0002,,,,
04,0003,asia tag thing,,,
04,0004,single match,,,
04,0005,tag match,,,
04,0006,battle royal,,,
04,0007,handicap match (unused),,,
04,0008,triple threat match,,,
04,0009,,,,
04,000A,,,,
04,000B,,,,
04,000C,,,,
04,000D,,,,
04,000E,,,,
04,000F,,,,
04,0010,,,,
04,0011,,,,
04,0012,,,,
04,0013,,,,
04,0014,,,,
04,0015,,,,
04,0016,,,,
04,0017,,,,
04,0018,1st round,,,
04,0019,2nd round,,,
04,001A,3rd round,,,
04,001B,4th round,,,
04,001C,5th round,,,
04,001D,,,,
04,001E,,,,
04,001F,,,,
04,0020,,,,
04,0021,aka corner,,,
04,0022,aoi corner,,,
04,0023,1st corner,,,
04,0024,2nd corner,,,
04,0025,3rd corner,,,
04,0026,4th corner,,,
04,0027,,,,
04,0028,,,,
04,0029,,,,
04,002A,,,,
04,002B,,,,
04,002C,,,,
04,002D,Giant Baba (intro),,,
04,002E,Misawa Mitsuharu (intro),,,
04,002F,Kawada Toshiaki (intro),,,
04,0030,Taue Akira (intro),,,
04,0031,Kobashi Kenta (intro),,,
04,0032,Akiyama Jun (intro),,,
04,0033,Hase Hiroshi (intro),,,
04,0034,Omori Takao (intro),,,
04,0035,Takayama Yoshihiro (intro),,,
04,0036,Honda Tamon (intro),,,
04,0037,Izumida Jun (intro),,,
04,0038,Inoue Masao (intro),,,
04,0039,Ogawa Yoshinari (intro),,,
04,003A,Asako Satoru (intro),,,
04,003B,Shiga Kentaro (intro),,,
04,003C,Kakihara Masahito (intro),,,
04,003D,? Yoshinobu (intro),,,
04,003E,Marufuji Naomichi (intro),,,
04,003F,Eigen Haruka (intro),,,
04,0040,Rusher Kimura (intro),,,
04,0041,Momota Mitsuo (intro),,,
04,0042,Fuji Masanobu (intro),,,
04,0043,Kikuchi Tsuyoshi? (intro),,,
04,0044,Hashi Mokoto? (intro),,,
04,0045,Morishima Takeshi (intro),,,
04,0046,VADER (intro),,,
04,0047,Stan Hansen (intro),,,
04,0048,Johnny Ace (intro),,,
04,0049,Michael Barton (intro),,,
04,004A,Bart Gunn (intro; unused),,,
04,004B,Gary Albright (intro),,,
04,004C,Giant Kimala (intro),,,
04,004D,Johnny Smith (intro),,,
04,004E,Maunakea Mossman (intro),,,
04,004F,The Gladiator (intro; unused),,,
04,0050,"1P, RESUUUUURAAAAA (intros)",,,
04,0051,"2P, RESUUUUURAAAAA (intros)",,,
04,0052,"3P, RESUUUUURAAAAA (intros)",,,
04,0053,"4P, RESUUUUURAAAAA (intros)",,,
04,0054,Referee Wada Kyohei,,,
04,0055,Referee Joe Higuchi,,,
04,0056,Referee,,,
05,001E,,,,
05,001F,louder version of 001E,,,
05,0020,"1p wrestler, haijo de goizmasu or whatever",,,
05,0021,"2p wrestler, """"",,,
05,0022,"3p wrestler, """"",,,
05,0023,"4p wrestler, """"",,,
06,0004,Axe Bomber,,,
06,0008,Kimala!,,,
06,0012,Ichiban! 001E \ those sounds john uses all the time 001F /,,,
06,0035,HO!,,,
06,003D,HEAH! (the one Jericho has in Revenge),,,
07,0001,No Fear 1,,,
07,0002,No Fear 2,,,
07,0005,JUNGLE BEANS!,,Estimate,"yes it's really ganbatte, but what is a freem doc without inside jokes?"
07,0006,Bruiser Brody going OOH. OOH.,,,
07,0008,Kimala!,,,
07,000F,owari,,,
07,0011,arigatou!!!,,,
07,0016,ichiban! 0024 \ those sounds john uses all the time 0025 /,,,
07,002A,COME ON,,Estimate,? kinda sounds like it
07,0030,HO!,,,
07,0033,ora ora ora!,,,
07,0038,stan hansen,,,
07,003A,HEAH! (the one Jericho has in Revenge),,,
07,003C,NO!,,,
07,003D,dog barking?,,,
